TimeEstimation,TimeReal,clear_description,counting,current_trial,current_type,english_first,user_id_concent,video_really_lasted,TimeOfDay,alone,knew
2,2,Clear,No,2111,prosp_hl,Yes,TpNi232LIbADWHd,2002,,No,
15,16,Completely clear,No,1625,prosp_hl,Yes,JT5mYEq3b4vXXCW,17779,,Yes,
60,48,Completely clear,No,2573,prosp_hl,Yes,E2eQoKbVJvL1tNh,48251,,Yes,
30,24,Completely clear,No,3019,prosp_hl,No,0nENIvD8UFqTToA,24126,,Yes,
1,1,Completely clear,No,1095,prosp_hl,Yes,ONC3J0AWzOOw3Q9,1255,,Yes,
15,3,Completely clear,No,2963,prosp_hl,Yes,3CLZZswqPismTPs,3003,,Yes,
6,8,Somewhat unclear,No,2214,prosp_hl,Yes,2lsLCakZWsFOIS3,8251,,Yes,
7,8,Somewhat unclear,No,464,prosp_hl,Yes,vuVy08an1cCNkjF,8252,,Yes,
10,16,Clear,No,2238,prosp_hl,Yes,6IOb6VDSHg83sDO,16253,,Yes,
3,4,Completely clear,No,4219,prosp_hl,Yes,KnBw48HBG9OxBQ3,5264,,Yes,
15,4,Completely clear,No,2186,prosp_hl,Yes,3I3KKavlSagrYvm,4250,,Yes,
180,64,Somewhat unclear,No,4143,prosp_hl,No,evTY2BkEceeA2GG,64001,,Yes,
5,3,Completely clear,No,2730,prosp_hl,Yes,TNarexfhNwMUXiN,3001,,Yes,
4,3,Completely clear,No,2882,prosp_hl,Yes,YZSRKzFJAmTMhH7,3503,,No,
8,12,Completely clear,No,2405,prosp_hl,Yes,XjxPl8xy2NOOC6V,12253,,Yes,
20,24,Clear,No,3891,prosp_hl,Yes,vxJ3sBq0qS1nzYG,24254,,Yes,
7,8,Somewhat unclear,No,2311,prosp_hl,Yes,Xmciuwt8H9H7Mqv,8253,,No,
1,1,Clear,No,2259,prosp_hl,Yes,75EYyZxgdqBcQNm,1001,,Yes,
4,4,Completely clear,Yes,2780,prosp_hl,Yes,wVVO2erC2nBDG8S,4004,,Yes,
4,4,Clear,No,2510,prosp_hl,Yes,9IjuemafSnMsVXT,4252,,Yes,
3,2,Completely clear,No,3274,prosp_hl,Yes,9QRlec31W70fNUp,2252,,No,
5,3,Completely clear,No,4028,prosp_hl,No,IBmKVvKAp2xcv0c,3001,,Yes,
4,2,Completely clear,No,3852,prosp_hl,Yes,dD9bqIjoUpvprtP,2387,,No,
0.3,6,Clear,No,2544,prosp_hl,Yes,8aC58YCTOJq99Yi,6254,,No,
20,12,Completely clear,No,2174,prosp_hl,Yes,aYcjX2fxzCIDPkW,12251,,No,
1,1,Completely clear,No,973,prosp_hl,Yes,qJTpfQv0gfm0a80,1252,,Yes,
30,32,Completely clear,No,2603,prosp_hl,Yes,wBihjgwA923R34j,32397,,No,
10,8,Completely clear,No,929,prosp_hl,Yes,ddNDh9RE7OHhDIB,8254,,Yes,
25,12,Somewhat unclear,No,2519,prosp_hl,Yes,pQXuPBWeWBMVHGA,30299,,Yes,
1,32,Somewhat unclear,Yes,2193,prosp_hl,Yes,e3fXoY0g8hCReBF,32257,,Yes,
7,8,Completely clear,Yes,3087,prosp_hl,No,1p8NmWm6ApOnbxy,8253,,Yes,
5,6,Clear,No,3367,prosp_hl,Yes,0UeaehyGSCwinBk,28138,,Yes,
60,24,Completely clear,No,3967,prosp_hl,Yes,WumOM0Zz3xeQjpZ,73349,,No,
2,4,Clear,No,3035,prosp_hl,Yes,FpEnsDbkSrVJWIK,4259,,Yes,
0.5,2,Somewhat unclear,No,2619,prosp_hl,Yes,RPyBLvBxApygvDv,2002,,Yes,
5,3,Completely clear,No,2462,prosp_hl,Yes,7IsRj1A8kcwCREH,4001,,Yes,
2,1,Clear,No,494,prosp_hl,Yes,T4IpaMdjPyMYsQG,1251,,No,
2,2,Clear,No,2650,prosp_hl,No,vWEA5wRhPhWFudY,2252,,Yes,
80,16,Clear,No,2216,prosp_hl,Yes,ihDfuwJEb2Ghz3m,16002,,Yes,
4,6,Clear,No,4003,prosp_hl,Yes,FygsTLskRK4gunt,6252,,Yes,
15,8,Completely clear,No,3101,prosp_hl,No,gYB8RCCOfoA6uml,8002,,No,
60,6,Completely clear,No,3135,prosp_hl,Yes,80rBb2V5JLWMPpz,28902,,Yes,
15,24,Completely clear,No,2968,prosp_hl,No,jzDSenxhRKCzRb1,24252,,Yes,
12,12,Clear,No,2602,prosp_hl,Yes,MnEPPVFdAqeUxVV,12254,,No,
30,8,Completely clear,No,617,prosp_hl,Yes,yQYg0WOO0rFLOHB,8659,,Yes,
18,16,Clear,No,2794,prosp_hl,Yes,WmYCYUFPQmTi7S4,15073,,Yes,
8,12,Completely clear,No,3282,prosp_hl,Yes,C7YJoUz825vWMmX,12254,,Yes,
5,6,Completely clear,No,858,prosp_hl,Yes,bb5daXsCMlvoVL8,6252,,Yes,
15,16,Clear,No,1553,prosp_hl,No,s4nCRfVfly2SPda,16002,,Yes,
75,48,Completely clear,Yes,2419,prosp_hl,Yes,0HNfD4mYHS5OdzC,50971,,No,
3,8,Clear,No,2242,prosp_hl,Yes,mJKwSBEdoGUwSxI,8253,,Yes,
3,4,Somewhat unclear,No,850,prosp_hl,Yes,yodbhqe3GEdAZZB,4541,,Yes,
45,48,Clear,No,752,prosp_hl,Yes,IvMB6I2oPiVHqaZ,48251,,Yes,
4,3,Clear,No,1740,prosp_hl,Yes,HSFBJOKUOFmp5aQ,3252,,Yes,
8,4,Completely clear,No,2825,prosp_hl,No,CoQNHndX0l7hcEe,4252,,Yes,
10,12,Somewhat unclear,No,2022,prosp_hl,Yes,vdcLyEnm47vpeDu,12193,,No,
3,4,Completely clear,No,2526,prosp_hl,Yes,enUkYitD0gbOilt,4253,,Yes,
35,48,Completely clear,No,817,prosp_hl,Yes,cfyV4Gfv3epjR0o,48505,,Yes,
35,64,Somewhat unclear,No,2351,prosp_hl,Yes,tVDIZjFpFiv3OHQ,18960,,No,
0.4,6,Clear,No,2384,prosp_hl,Yes,Odh6uuQ6hBydBhJ,6252,,Yes,
12,24,Clear,No,2266,prosp_hl,Yes,gf4l7tJQ30wZVZx,26072,,No,
3,3,Clear,No,2704,prosp_hl,No,rP4wYjoVjOQkR0J,3252,,Yes,
90,48,Somewhat unclear,No,2372,prosp_hl,Yes,V6YeKcOs49eZCr5,48084,,No,
2,2,Completely clear,No,1914,prosp_hl,Yes,T7wtRmzWhZ8YfDd,2252,,No,
5,8,Clear,No,2754,prosp_hl,No,WpdG6YCko1h1cmG,8781,,Yes,
2,3,Clear,No,2807,prosp_hl,Yes,1UTiVptGdtmSSPk,3123,,No,
25,32,Completely clear,No,1705,prosp_hl,Yes,x9hweJv8rCe0mBf,32252,,No,
15,12,Completely clear,No,1036,prosp_hl,Yes,Zd60WoDANyBDfFn,12253,,Yes,
60,16,Completely clear,Yes,2429,prosp_hl,Yes,Cwyxk8rS5tCPwlt,18352,,Yes,
0.3,2,Completely clear,No,2260,prosp_hl,Yes,rUr8Qi0AJempGEJ,2251,,No,
4,4,Clear,No,2706,prosp_hl,Yes,qmUVaDqWiOtx8H1,4002,,Yes,
56,48,Completely clear,No,3767,prosp_hl,Yes,gZMbvfsi451y04o,48236,,Yes,
20,16,Completely clear,No,4203,prosp_hl,Yes,0DaiavjNf65RJJf,16001,,Yes,
6,8,Completely clear,No,328,prosp_hl,Yes,Cpu3lOpZfaVE1Dx,8251,,No,
80,32,Completely clear,No,3931,prosp_hl,No,OfRRTMN1xXRypqY,48026,,Yes,
3,3,Completely clear,No,3372,prosp_hl,Yes,M6mzlkxkVViEFkM,3001,,Yes,
50,64,Clear,No,3039,prosp_hl,Yes,m7KqphCDobigR09,64256,,Yes,
15,64,Clear,No,1093,prosp_hl,Yes,93ucbkZpfJWopm3,25250,,Yes,
49,24,Completely clear,Yes,2058,prosp_hl,Yes,h5fUlO00rIUx0wC,79283,,Yes,
1,1,Completely clear,No,815,prosp_hl,Yes,uNRbMN6BS52QWNM,1175,,Yes,
30,64,Completely clear,Yes,3998,prosp_hl,Yes,963Os0xzQSmvCNC,98486,,Yes,
20,24,Clear,No,2732,prosp_hl,Yes,jhwYHUk9JmPGaRv,27208,,Yes,
2,3,Completely clear,No,2168,prosp_hl,Yes,4SUPlw0hClmWAeu,3000,,No,
11,16,Completely clear,No,2523,prosp_hl,Yes,nzBkZNebV2UXfJf,62149,,No,
2,1,Somewhat unclear,No,989,prosp_hl,Yes,K9Z110XyIBh0bmW,1148,,Yes,
60,64,Completely clear,No,1706,prosp_hl,Yes,ymOefAHsnrKtHMa,64807,,Yes,
2,2,Completely clear,No,2693,prosp_hl,Yes,K2aVT57MjsvX4ks,2252,,Yes,
20,8,Completely clear,No,3950,prosp_hl,Yes,SPvzTU7JnT7svsm,8501,,Yes,
10,12,Completely clear,No,928,prosp_hl,Yes,5dXD4UYF0nR7GLi,42381,,Yes,
20,32,Completely clear,No,2003,prosp_hl,Yes,LoIfboW6yKbgKUi,32072,,Yes,
60,64,Clear,No,1652,prosp_hl,Yes,Pscc8CCZH6t2WjJ,64257,,Yes,
1,1,Completely clear,No,2183,prosp_hl,Yes,NhbZLlfJJEjnyLV,1501,,Yes,
6,6,Clear,No,4161,prosp_hl,Yes,gWMQDyLd5gdFQPD,6251,,Yes,
0.5,1,Completely clear,No,1037,prosp_hl,Yes,ZC4wqWpZLZaepiJ,1000,,Yes,
1,1,Clear,Yes,3914,prosp_hl,Yes,yCor6AnqF0kItNX,1001,,No,
6,12,Clear,No,3946,prosp_hl,Yes,DBTsYJsAacy9gxq,12252,,Yes,
3,2,Completely clear,No,227,prosp_hl,Yes,DcbEWOEE5luQH0d,2251,,No,
2,4,Clear,No,1078,prosp_hl,Yes,djMZeorFgZmAPAT,4252,,No,
15,24,Completely clear,Yes,3065,prosp_hl,Yes,DwLDn0bLJOSs6BS,24171,,Yes,
3,1,Completely clear,No,2743,prosp_hl,No,07BLgJgMY5iY7dC,3673,,Yes,
30,32,Completely clear,No,1522,prosp_hl,Yes,NmX3EjGn9uolnGL,32254,,Yes,
25,32,Completely clear,No,2568,prosp_hl,Yes,1hnCxVJdmJJMzDG,33129,,Yes,
60,24,Completely clear,No,1961,prosp_hl,Yes,ByJdY14UNli5dvT,24492,,No,
30,8,Completely clear,No,2201,prosp_hl,No,vIBCs47XSFYNd9r,8251,,Yes,
12,24,Clear,No,3116,prosp_hl,Yes,irDYQjIUAzBJWFj,70588,,Yes,
5,8,Clear,No,3959,prosp_hl,Yes,VPacBcI5FP0PP0X,8002,,No,
3,3,Clear,No,2855,prosp_hl,Yes,64F6uKrPfQP8kDM,3340,,Yes,
20,24,Completely clear,No,3820,prosp_hl,Yes,Out4vkIuuV69g5r,24252,,Yes,
30,6,Clear,No,1054,prosp_hl,No,qLI2rjQALBG8sGe,6014,,Yes,
5,6,Clear,No,848,prosp_hl,Yes,xB1FK1oU8wFBXB7,6003,,Yes,
5,16,Clear,No,2707,prosp_hl,No,mVViShJmtzKs3uM,16253,,No,
90,64,Clear,No,2502,prosp_hl,Yes,d4YDAnqNzAXtdwS,64254,,No,
20,48,Completely clear,No,1099,prosp_hl,Yes,ymj902g5LO6UZ2E,51190,,Yes,
20,16,Clear,No,4041,prosp_hl,Yes,q9ibjIQfjxYxPsE,30980,,No,
15,8,Completely clear,No,882,prosp_hl,No,QTpB0EYDzwJrP1I,57303,,Yes,
40,48,Clear,No,2095,prosp_hl,Yes,xcF6B59gwyjyAV2,48255,,Yes,
8,4,Completely clear,No,2689,prosp_hl,Yes,BH7TXJ6v6YNexLU,4252,,No,
8,8,Clear,No,1732,prosp_hl,Yes,4Ji65CwlwFxlpHQ,8257,,Yes,
80,64,Completely clear,Yes,2934,prosp_hl,Yes,EAP8MfbmYgpqy1Q,67751,,Yes,
3,4,Clear,No,3010,prosp_hl,Yes,vANHqeFDEnhT2tk,4126,,Yes,
116,64,Clear,Yes,979,prosp_hl,Yes,14AQ6Tg0WWByIOB,137506,,Yes,
7,8,Clear,No,2293,prosp_hl,Yes,p5YgoF8hSFct9v5,8001,,Yes,
15,6,Completely clear,No,3731,prosp_hl,Yes,59dgtd5BPIW4sK3,10844,,Yes,
3,2,Clear,No,2028,prosp_hl,Yes,QReY8C5r8bh356o,2145,,No,
3,3,Completely clear,No,2645,prosp_hl,Yes,fLqsztDAifsUuP5,3002,,Yes,
30,48,Completely clear,No,3764,prosp_hl,Yes,9QSTCkmWJ0UWwmo,48002,,Yes,
20,16,Clear,No,4226,prosp_hl,Yes,QEH9JRXyDt0CDNF,16008,,No,
16,24,Completely clear,No,2791,prosp_hl,Yes,p3ypAOjhxhAeqsb,29572,,No,
120,48,Clear,Yes,3182,prosp_hl,Yes,1CqR0xxI46oLMO4,58973,,Yes,
20,24,Clear,No,3049,prosp_hl,No,t8KQWNqFXEaKWwr,24251,,Yes,
5,6,Completely clear,No,309,prosp_hl,No,9BoXTmC4NyIlbwr,6249,,No,
2,1,Clear,Yes,222,prosp_hl,Yes,qbXRzhwlSNDGtje,1006,,Yes,
1,2,Completely clear,No,2410,prosp_hl,Yes,RhU1Lglvu8T2Rkm,2000,,Yes,
2,2,Clear,No,884,prosp_hl,Yes,1XKmeq0fdWQVj4M,2250,,No,
1.5,2,Completely clear,No,2099,prosp_hl,Yes,DPPwTsqjdufGMwQ,2252,,No,
15,16,Clear,No,1825,prosp_hl,Yes,Rq2cPv0KUg4giSf,16475,,No,
25,24,Completely clear,No,3154,prosp_hl,Yes,UjpL8migEp1Lhw4,24095,,Yes,
12,6,Clear,Yes,4029,prosp_hl,Yes,x1wZ8Rn0zdPPesj,6001,,Yes,
11,16,Completely clear,Yes,3159,prosp_hl,Yes,q7eqNGZMCX6zPF9,16082,,No,
12,8,Completely clear,No,3388,prosp_hl,Yes,applvUvnFhNdic7,8251,,Yes,
120,24,Clear,No,2376,prosp_hl,Yes,5YdBimwyOLMhGV8,105133,,Yes,
60,48,Somewhat unclear,No,2213,prosp_hl,Yes,z6ijNgeJoQHlO8T,48000,,No,
120,64,Completely clear,No,2452,prosp_hl,Yes,GJytem4tWS1kceh,81825,,Yes,
2,2,Completely clear,No,1075,prosp_hl,Yes,dj3KVDmXZ2xH3nt,2107,,Yes,
120,48,Clear,No,2460,prosp_hl,Yes,x9f2dSClX56IBvt,48001,,Yes,
3,6,Completely clear,No,2353,prosp_hl,No,B8tZzjTIKLh8B6y,6251,,No,
180,64,Clear,No,2246,prosp_hl,Yes,LK4C8s7kvEb0ArZ,64253,,Yes,
0.2,4,Completely clear,Yes,1636,prosp_hl,Yes,KU8ADZBaQTUxc0p,18038,,Yes,
10,16,Clear,No,762,prosp_hl,Yes,BBydoduIp4lEgse,16002,,Yes,
2,2,Clear,No,3953,prosp_hl,Yes,psBefhnX9QQ0nMq,2007,,Yes,
3,2,Completely clear,No,3048,prosp_hl,Yes,05YbdRjp00slheA,2252,,No,
25,24,Somewhat unclear,No,3785,prosp_hl,Yes,NIvNJU45pqYVXGe,24193,,No,
5,6,Completely clear,No,2521,prosp_hl,Yes,6dBNyVGiZxTBvH3,6002,,Yes,
60,48,Completely clear,No,873,prosp_hl,Yes,ON8uFV2vuZFj69V,48254,,Yes,
70,64,Clear,No,2300,prosp_hl,Yes,TX44Xi4vFKdwFZR,64140,,Yes,
0.4,2,Somewhat unclear,No,2876,prosp_hl,Yes,b9GP1LUIY7Agonc,2758,,Yes,
18,6,Clear,Yes,3951,prosp_hl,Yes,TX3zkO0AtbhnLlK,6901,,Yes,
2,1,Completely clear,No,2444,prosp_hl,Yes,vk5pQxkHBVMOw7e,1002,,Yes,
1,1,Clear,No,825,prosp_hl,Yes,8LRxoLzRVYyGMzX,1252,,No,
3.3,32,Completely clear,Yes,3105,prosp_hl,Yes,QOKpFHAuLeIRgGM,102810,,Yes,
4,4,Clear,No,651,prosp_hl,Yes,d7DG19vI1kCZ9N7,4001,,Yes,
30,24,Completely clear,No,3176,prosp_hl,Yes,iJTBjwLRJZZq1Iq,24252,,Yes,
3,1,Completely clear,Yes,1071,prosp_hl,Yes,PNBz3DZ30XleYqQ,1137,,Yes,
50,24,Completely clear,No,4191,prosp_hl,Yes,UwGD2fthdt6bBCh,59243,,Yes,
2,1,Completely clear,No,2922,prosp_hl,Yes,TugbjYxWPfognTD,1256,,Yes,
30,48,Completely clear,No,892,prosp_hl,Yes,mpquy3KD8VHQhlo,51585,,Yes,
5,8,Completely clear,Yes,2298,prosp_hl,Yes,eWPqJEcC5BlKXaN,8003,,Yes,
30,48,Completely clear,No,2758,prosp_hl,Yes,MG4tvHSr4gF2pVq,48255,,Yes,
60,32,Completely clear,No,4255,prosp_hl,Yes,ddiiTObfin1E6tu,32258,,Yes,
15,1,Clear,No,2930,prosp_hl,Yes,CntaXwJaoxCTr39,16704,,Yes,
30,48,Clear,No,2463,prosp_hl,Yes,TbOE89KKIuJzD3l,48251,,No,
30,12,Clear,No,3993,prosp_hl,No,hThnkBpkKcKKDTO,12250,,Yes,
1,1,Clear,No,3250,prosp_hl,Yes,gOMzAaycnSJDyr0,1002,,No,
2,1,Somewhat unclear,No,3432,prosp_hl,Yes,ILMiMLo68Teq4NM,1253,,Yes,
3,1,Somewhat unclear,No,2776,prosp_hl,Yes,rdiy2zriRjJpy7e,1252,,Yes,
1,1,Completely clear,No,1027,prosp_hl,Yes,A5Wfb1J0BChMCIS,1252,,Yes,
120,24,Somewhat unclear,No,3162,prosp_hl,Yes,sSsUostWsLCi6Kw,136204,,Yes,
5,4,Clear,No,2956,prosp_hl,Yes,DSyP3ISwHouNeOk,4252,,Yes,
100,64,Completely clear,No,2438,prosp_hl,No,UP292sclCALAvai,64252,,No,
5,6,Completely clear,No,2887,prosp_hl,No,KMR3ugcNyhrtIRz,6252,,Yes,
1.4,2,Completely clear,Yes,2474,prosp_hl,Yes,pwDxSnGcjl0BOzm,2785,,Yes,
10,4,Completely clear,No,2362,prosp_hl,Yes,xyqqEjj0s4KF23X,5430,,No,
56,32,Somewhat unclear,No,3205,prosp_hl,Yes,gnwFbiBgm6mgphl,73806,,Yes,
10,12,Completely clear,No,2081,prosp_hl,Yes,gkBf6iAcmbsavYW,12003,,Yes,
120,64,Clear,No,723,prosp_hl,Yes,AQRbf59q5Q3htGk,64253,,No,
40,48,Completely clear,Yes,836,prosp_hl,Yes,WN19VQDVTV4yKhT,48251,,Yes,
5,6,Clear,No,3707,prosp_hl,Yes,6d2EbhiGwZinXQv,6003,,Yes,
15,32,Completely clear,No,1679,prosp_hl,Yes,Wk78GHYyyRIW0sX,7871,,Yes,
10,32,Clear,No,1562,prosp_hl,Yes,F2IUdspxp7TxefE,32376,,No,
3,4,Somewhat unclear,No,2550,prosp_hl,Yes,dgSTl42CvoC6A6Q,4002,,Yes,
1.6,3,Completely clear,No,435,prosp_hl,Yes,SXDC9U6zsJLiC70,3253,,Yes,
1.1,12,Completely clear,Yes,20,prosp_hl,Yes,9VxcQTDk80YBPPD,12010,,Yes,
3.8,3,Clear,Yes,4012,prosp_hl,No,GzFBm1aX6RbVnAu,3645,,Yes,
40,64,Completely clear,No,3961,prosp_hl,No,aOSgBOUsCAsR9wX,64256,,Yes,
15,24,Somewhat unclear,No,866,prosp_hl,Yes,reCVkrOf7NS0sVS,24253,,No,
70,64,Completely clear,No,2865,prosp_hl,Yes,fyhJIXeBYaPjvHl,64940,,Yes,
3,6,Completely clear,No,657,prosp_hl,No,Fd9KdZEawdlEot5,6002,,Yes,
5,8,Completely clear,No,2088,prosp_hl,Yes,ijJvpWR1pxKzK0Q,8129,,No,
2,1,Completely clear,No,2694,prosp_hl,Yes,L71b48dLCsuh8My,1004,,No,
2,1,Clear,No,3114,prosp_hl,Yes,PzfdMhuT34lxfnT,1252,,No,
20,24,Completely clear,No,853,prosp_hl,Yes,MaaDIcazYgcTFfX,39157,,No,
10,6,Completely clear,No,2383,prosp_hl,Yes,zK010I2qdSiIlRT,7611,,Yes,
50,48,Completely clear,No,721,prosp_hl,Yes,904nDxVbHBtr8bP,62028,,Yes,
10,8,Completely clear,No,880,prosp_hl,Yes,MU22ALJHop5ZKyc,10660,,No,
10,4,Clear,No,2954,prosp_hl,Yes,mJfQmOOLp3MAVgH,4253,,Yes,
15,12,Clear,No,2821,prosp_hl,Yes,DVzbc1KwmOAYowR,12256,,Yes,
5,4,Completely clear,No,2337,prosp_hl,Yes,63Uckji61tWIzrX,4002,,Yes,
45,32,Clear,No,2633,prosp_hl,Yes,focalH5IppatOVx,32001,,No,
20,24,Completely clear,No,2482,prosp_hl,Yes,nHR7CTTkbv1FxVP,24250,,No,
20,24,Completely clear,No,1981,prosp_hl,Yes,wOnIxj1pk4FOHRf,24252,,Yes,
15,24,Clear,No,936,prosp_hl,Yes,URpFVIjLD8rfEm4,24252,,Yes,
25,16,Completely clear,Yes,3192,prosp_hl,Yes,kwg9YBHH9iExXpE,16255,,Yes,
3,1,Completely clear,No,997,prosp_hl,Yes,r5wFYO4tG9mJkL3,1065,,Yes,
11,12,Completely clear,Yes,1900,prosp_hl,Yes,an0YBAWbrxwQmH3,12005,,No,
30,48,Clear,No,4057,prosp_hl,Yes,wrViaPleuqdLVlL,48581,,Yes,
3,1,Completely clear,No,3919,prosp_hl,No,4sOvk8ptJHTbmvw,1251,,No,
10,16,Clear,No,2537,prosp_hl,Yes,UGgMYrh6ZONseBr,16759,,No,
31,32,Completely clear,Yes,2229,prosp_hl,No,XO6cOLMb8Sty6PM,32001,,Yes,
2,1,Completely clear,No,2952,prosp_hl,Yes,Rrs6wJ8cs44XbjI,1252,,No,
3,2,Somewhat unclear,No,3541,prosp_hl,Yes,DHvBwY9ok5XzLDp,2252,,Yes,
6,6,Clear,No,2465,prosp_hl,Yes,dQKC2nA7vYXSvQA,8161,,Yes,
4,6,Completely clear,No,2588,prosp_hl,Yes,ttxxVsNhMra2pq6,6252,,No,
90,64,Clear,No,2473,prosp_hl,Yes,Vk8C1vZIIeEHl6T,64510,,Yes,
30,32,Clear,No,1044,prosp_hl,Yes,0F5aelqUduQgHKe,32254,,No,
15,16,Completely clear,No,2253,prosp_hl,Yes,TXJqnPWSydEwxm7,16003,,Yes,
3,48,Somewhat unclear,No,2616,prosp_hl,Yes,hXTRkDjXzGrDdA6,124591,,No,
12,16,Somewhat unclear,Yes,2178,prosp_hl,Yes,qvlocUZnCu7XVTq,33188,,Yes,
5,3,Somewhat unclear,No,760,prosp_hl,Yes,mgr2EQgzMGexJRL,3002,,No,
3,3,Clear,No,2159,prosp_hl,Yes,RYBQOB0emYSjxmL,3122,,No,
5,4,Clear,Yes,2447,prosp_hl,No,nnORgXN4Gax3F7C,4005,,Yes,
4,2,Completely clear,No,2696,prosp_hl,Yes,mnaa1fQDkkXjbha,2251,,No,
30,8,Clear,No,4148,prosp_hl,Yes,iZlgW3qXCQSVQLm,8250,,No,
1,3,Clear,Yes,895,prosp_hl,No,5OaLBqwRCArwNec,3253,,No,
70,64,Completely clear,No,2345,prosp_hl,No,n7z8pA7XTWRN3kM,64252,,Yes,
20,32,Completely clear,No,1170,prosp_hl,Yes,A3let03EnE53hrE,32002,,Yes,
15,12,Completely clear,No,168,prosp_hl,Yes,v5MJVJmJHTqDeVk,12253,,Yes,
10,12,Completely clear,No,2126,prosp_hl,Yes,faIbiBvAlNTAkzT,12675,,Yes,
45,48,Clear,No,2382,prosp_hl,Yes,ftdwOEcEVZUbUkl,48260,,No,
7,3,Completely clear,No,2169,prosp_hl,Yes,Q9jJWk6XA7rnYED,5614,,Yes,
14,12,Clear,No,4283,prosp_hl,Yes,tYNs6pWqGZObbtb,12252,,Yes,
0.4,4,Clear,No,2406,prosp_hl,Yes,4U4wrlAH7GrovoO,4003,,Yes,
10,8,Clear,No,947,prosp_hl,Yes,967IybYqLgR9ZK9,8252,,Yes,
2.4,3,Clear,No,1567,prosp_hl,Yes,btcICSwzCXuyYRH,3003,,No,
6,8,Clear,No,2908,prosp_hl,Yes,gzFzazHr9GL7EEx,8001,,No,
5,8,Clear,No,2316,prosp_hl,Yes,Te4X9JXkhFln57Q,8251,,Yes,
26,24,Completely clear,No,2627,prosp_hl,No,2hFiQPfiDrFYMEE,24254,,Yes,
0.6,4,Completely clear,Yes,60,prosp_hl,Yes,d3yM96Dj8QtkzVs,19976,,Yes,
1,2,Completely clear,No,2369,prosp_hl,Yes,1K34wTzjuhY4zMG,2253,,Yes,
0.3,3,Completely clear,No,2719,prosp_hl,Yes,oiz2tGcJQDlcX3q,3189,,No,
23,24,Completely clear,No,2217,prosp_hl,Yes,gX3eMkA6XfSU329,24252,,No,
2.5,64,Clear,No,2531,prosp_hl,Yes,rfCACkk9ioBvUZG,68443,,Yes,
3,6,Completely clear,Yes,2317,prosp_hl,Yes,jhjGyC7DGhuenL6,6002,,No,
16,24,Completely clear,Yes,3239,prosp_hl,No,w6DAcLwoAsjHAUj,24002,,Yes,
10,12,Completely clear,No,3711,prosp_hl,Yes,pMW3zd8Y37WIUuL,12727,,Yes,
5,8,Completely clear,No,3293,prosp_hl,Yes,x1S4AlLX2oyZjY2,8254,,Yes,
45,32,Clear,No,4002,prosp_hl,Yes,xfwEZROHt5fYfJZ,32103,,Yes,
2,1,Completely clear,No,2538,prosp_hl,Yes,SDCv4YrFxrdpJ6i,1251,,Yes,
6,3,Completely clear,No,2106,prosp_hl,Yes,rJcWsgo4zQ1tcBY,3252,,Yes,
5,6,Clear,No,2423,prosp_hl,Yes,PKwWMXbNb4iYmT9,6002,,No,
60,48,Clear,No,1973,prosp_hl,Yes,TDVL8Ds1Y6RWp9K,48269,,Yes,
2,3,Clear,No,3387,prosp_hl,Yes,Aq2AJOuO5UMSFK1,3251,,No,
11,12,Completely clear,No,2624,prosp_hl,Yes,578h3Nq0Yzbew1V,12252,,Yes,
150,12,Clear,No,4104,prosp_hl,Yes,m5ml2QC7FxJWUKx,107555,,No,
3,2,Clear,No,2192,prosp_hl,Yes,bPI5kAmyFMxjaB9,2251,,Yes,
60,32,Completely clear,No,3191,prosp_hl,Yes,HKOjexKlxxYpoVn,111775,,Yes,
5,2,Completely clear,No,4275,prosp_hl,Yes,JfTifRKETChd9T0,2284,,Yes,
20,24,Clear,No,2084,prosp_hl,No,RIKhJh7kJmgK3vw,24252,,Yes,
45,16,Clear,No,2530,prosp_hl,Yes,QhgWy8NjYGbM6mE,34288,,Yes,
2,2,Completely clear,No,2781,prosp_hl,No,xHJBGcFwtvKXk08,2252,,Yes,
5,8,Clear,No,2112,prosp_hl,Yes,OxzvDm60NY4Jinr,8259,,Yes,
40,24,Completely clear,Yes,2804,prosp_hl,Yes,AziwkY4wdMRWNoC,24001,,Yes,
0.1,2,Completely clear,Yes,1538,prosp_hl,Yes,M5umfsUq9T7v8qy,2503,,No,
4,2,Completely clear,No,3548,prosp_hl,Yes,9HSkFnVuAeFQKUo,2001,,Yes,
3,2,Completely clear,No,2592,prosp_hl,Yes,Tiz1Z2x8NzJCPP3,2251,,Yes,
6,8,Completely clear,No,3025,prosp_hl,No,ctiW5WGxs0gPUtl,10577,,Yes,
1,2,Clear,No,2818,prosp_hl,No,J5jwAlYV4EX79Fd,4459,,No,
45,64,Completely clear,No,3068,prosp_hl,Yes,refDfsqZ881liRY,64094,,No,
3,1,Clear,No,1894,prosp_hl,Yes,u9wxmVBLKlu4iYc,15410,,Yes,
4,3,Completely clear,No,2117,prosp_hl,Yes,tz3k17fntUY2axx,3916,,Yes,
2,2,Clear,No,324,prosp_hl,Yes,F9ZB0NzFv9Kj3Mc,2252,,No,
50,16,Clear,No,377,prosp_hl,No,kIIj7uRvYMfkrpv,85733,,Yes,
90,64,Clear,No,2770,prosp_hl,Yes,LT9Zf7L3A4wtYrP,78162,,Yes,
1,1,Clear,No,2237,prosp_hl,No,VsGGUSvZaCnAZ3a,1003,,No,
